03_Plate2_ControlEB3_60x_8us_60x3z_10per_725v_145PH.oib - Series 1.csv,4.8309,1.16587
06Plate2_ControlEB3_60x_8us_60x3z_10per_688v_145PH_s1.csv,7.2464,0.96941
Plate2_ControlEB3_60x_8us_60x3z_10per_725v_145PH_s1.csv,7.2464,1.16587
